emp_no,first_name,last_name,title,to_date,from_date
257378,Pascal,Bernatsky,Staff,9999-01-01,1988-09-03
257484,Shaowei,Nicolson,Senior Staff,9999-01-01,1995-12-07
257484,Shaowei,Nicolson,Staff,9999-01-01,1986-12-07
258028,Mountaz,Reinhart,Engineer,9999-01-01,2000-01-21
258124,Mariusz,Zolotykh,Senior Staff,9999-01-01,1990-07-28
259718,Stepehn,Bouloucos,Senior Staff,9999-01-01,1997-09-16
258470,Weiwu,Butner,Staff,9999-01-01,1995-02-14
258643,Przemyslawa,Esposito,Engineer,9999-01-01,1992-02-27
258643,Przemyslawa,Esposito,Senior Engineer,9999-01-01,2001-02-26
259042,Xiaoqiang,Farrow,Staff,9999-01-01,1997-01-01
259237,Palash,Gammage,Senior Staff,9999-01-01,1994-10-23
259237,Palash,Gammage,Staff,9999-01-01,1987-10-23
259273,Xiahua,Gomatam,Senior Engineer,9999-01-01,1989-12-01
259611,Shuichi,Marrakchi,Senior Staff,9999-01-01,1990-08-21
259619,Conal,Magliocco,Senior Staff,9999-01-01,1992-05-09
259718,Stepehn,Bouloucos,Staff,9999-01-01,1991-09-17
260361,Reinhold,Rahier,Engineer,9999-01-01,1995-06-06
260153,Mingdong,Baar,Technique Leader,9999-01-01,1991-10-14
260249,Vugranam,Beausoleil,Staff,9999-01-01,1998-05-14
260501,Dzung,Pargas,Technique Leader,9999-01-01,1990-05-17
260399,Hatem,Birsak,Senior Staff,9999-01-01,1995-04-10
260399,Hatem,Birsak,Staff,9999-01-01,1989-04-10
261631,Jianhua,Huttel,Engineer,9999-01-01,1998-02-23
260408,Sasan,Brookner,Senior Staff,9999-01-01,2001-09-03
260408,Sasan,Brookner,Staff,9999-01-01,1996-09-03
261184,Masako,Kornatzky,Senior Engineer,9999-01-01,1987-08-29
261662,Berni,Assaf,Senior Staff,9999-01-01,1989-09-08
261986,Gila,Ramsak,Senior Engineer,9999-01-01,1997-05-13
261737,Mark,Lindqvist,Engineer,9999-01-01,1990-11-22
261737,Mark,Lindqvist,Senior Engineer,9999-01-01,1997-11-22
261990,Volkmar,Czaja,Senior Staff,9999-01-01,1998-04-01
261990,Volkmar,Czaja,Staff,9999-01-01,1992-04-01
262208,Mrinalini,Holburn,Senior Staff,9999-01-01,1987-04-20
262210,Chinho,Bottner,Assistant Engineer,9999-01-01,1985-07-29
262439,Lorien,Lagarias,Senior Staff,9999-01-01,1994-10-10
262210,Chinho,Bottner,Engineer,9999-01-01,1992-07-29
262210,Chinho,Bottner,Senior Engineer,9999-01-01,1999-07-30
262328,Mayuko,Vural,Staff,9999-01-01,1997-12-24
262439,Lorien,Lagarias,Staff,9999-01-01,1985-10-10
262636,Tamiya,Reutenauer,Senior Engineer,9999-01-01,1985-06-02
262752,Pramod,Bierman,Engineer,9999-01-01,1997-12-12
263012,Hideo,Buchter,Staff,9999-01-01,1999-05-01
262928,Piyush,Gill,Engineer,9999-01-01,1990-08-31
262928,Piyush,Gill,Senior Engineer,9999-01-01,1998-08-31
263186,Danny,Lowrie,Technique Leader,9999-01-01,1995-09-13
263370,Shakhar,Ranze,Staff,9999-01-01,1999-05-29
263439,Atreye,Kabayashi,Senior Engineer,9999-01-01,1986-12-15
263926,Fusako,Schwartzbauer,Senior Staff,9999-01-01,1993-04-07
263645,Mingsen,Lally,Senior Engineer,9999-01-01,1990-12-04
263649,Mechthild,Zongker,Senior Staff,9999-01-01,1993-07-26
263926,Fusako,Schwartzbauer,Staff,9999-01-01,1985-04-07
264167,Baoqiu,Tomescu,Senior Engineer,9999-01-01,1996-05-01
264030,Zdislav,Solares,Assistant Engineer,9999-01-01,1990-12-14
264030,Zdislav,Solares,Engineer,9999-01-01,1998-12-14
264322,Leandro,Swist,Senior Staff,9999-01-01,1997-01-05
264322,Leandro,Swist,Staff,9999-01-01,1991-01-06
264626,Noritoshi,Bakhtari,Senior Staff,9999-01-01,1998-02-03
264626,Noritoshi,Bakhtari,Staff,9999-01-01,1993-02-03
264939,Bogdan,Bahi,Engineer,9999-01-01,1985-02-09
264939,Bogdan,Bahi,Senior Engineer,9999-01-01,1992-02-10
265521,Kensei,Salverda,Engineer,9999-01-01,1993-05-25
265039,Navid,Staudhammer,Senior Staff,9999-01-01,2000-10-18
265039,Navid,Staudhammer,Staff,9999-01-01,1992-10-18
265521,Kensei,Salverda,Senior Engineer,9999-01-01,2001-05-25
265558,Susuma,Kleiser,Senior Staff,9999-01-01,1994-08-02
265558,Susuma,Kleiser,Staff,9999-01-01,1987-08-02
265875,Fan,Marsiglia,Engineer,9999-01-01,1989-09-03
265794,Miquel,Halloran,Senior Staff,9999-01-01,2002-01-14
265794,Miquel,Halloran,Staff,9999-01-01,1994-01-14
265875,Fan,Marsiglia,Senior Engineer,9999-01-01,1997-09-03
266310,Zvonko,Serdy,Senior Staff,9999-01-01,1992-06-23
266206,Zsolt,Anily,Senior Staff,9999-01-01,1991-08-19
266206,Zsolt,Anily,Staff,9999-01-01,1985-08-19
266249,Sumant,Nishimukai,Senior Staff,9999-01-01,1991-03-28
266310,Zvonko,Serdy,Staff,9999-01-01,1987-06-24
266644,Anwar,Gubsky,Senior Staff,9999-01-01,1999-08-09
266644,Anwar,Gubsky,Staff,9999-01-01,1993-08-09
266862,Mart,Plumb,Senior Staff,9999-01-01,1986-04-21
266881,Mokhtar,Sabnani,Senior Staff,9999-01-01,1997-08-28
266881,Mokhtar,Sabnani,Staff,9999-01-01,1990-08-28
267304,Jordanka,Axelband,Senior Staff,9999-01-01,1994-06-27
267059,Moie,Tempesti,Senior Staff,9999-01-01,2000-06-28
267059,Moie,Tempesti,Staff,9999-01-01,1991-06-29
267227,Susuma,Tagansky,Engineer,9999-01-01,1995-01-22
267227,Susuma,Tagansky,Senior Engineer,9999-01-01,2001-01-21
267667,Irena,Kaiserswerth,Senior Staff,9999-01-01,1994-09-05
267667,Irena,Kaiserswerth,Staff,9999-01-01,1987-09-05
268043,Narain,Mikschl,Engineer,9999-01-01,1997-11-02
270794,Dannz,Zhang,Senior Staff,9999-01-01,1991-06-26
268191,LiMin,Teitelbaum,Engineer,9999-01-01,1990-11-01
268191,LiMin,Teitelbaum,Senior Engineer,9999-01-01,1995-11-01
269728,Naftali,Kragelund,Senior Staff,9999-01-01,1993-05-15
269728,Naftali,Kragelund,Staff,9999-01-01,1987-05-16
270084,Ulises,Frolund,Senior Staff,9999-01-01,1993-07-26
270084,Ulises,Frolund,Staff,9999-01-01,1986-07-26
270716,Shunichi,Baer,Staff,9999-01-01,1998-02-04
272141,Tsutomu,Neiman,Senior Staff,9999-01-01,1993-05-05
271106,Taisook,Kampfer,Engineer,9999-01-01,1997-11-30
271219,Odoardo,Tyugu,Engineer,9999-01-01,1994-11-07
272141,Tsutomu,Neiman,Staff,9999-01-01,1986-05-05
272316,Surveyors,Muhling,Engineer,9999-01-01,1999-07-19
272285,Gully,Mitchem,Senior Staff,9999-01-01,1995-01-22
272285,Gully,Mitchem,Staff,9999-01-01,1986-01-22
273159,Divine,Hofmeyr,Technique Leader,9999-01-01,1989-04-14
272452,Mitsuyuki,Isard,Engineer,9999-01-01,1996-08-17
272599,Holgard,Hegner,Senior Staff,9999-01-01,1998-07-15
272599,Holgard,Hegner,Staff,9999-01-01,1993-07-15
272860,Minghong,Candan,Assistant Engineer,9999-01-01,1994-02-10
273286,Brigham,Asmuth,Engineer,9999-01-01,1989-01-23
273286,Brigham,Asmuth,Senior Engineer,9999-01-01,1996-01-24
273858,Gunilla,Matzen,Senior Staff,9999-01-01,1995-12-28
273396,Wayne,Baba,Engineer,9999-01-01,1998-03-07
273806,Hongzhu,Beetstra,Senior Staff,9999-01-01,2000-01-24
273806,Hongzhu,Beetstra,Staff,9999-01-01,1991-01-24
273858,Gunilla,Matzen,Staff,9999-01-01,1990-12-28
274071,Mingsen,Weiland,Staff,9999-01-01,1995-10-12
274369,Ranga,Waymire,Senior Staff,9999-01-01,1997-01-27
274271,Prodip,Ritcey,Senior Staff,9999-01-01,1993-09-10
274271,Prodip,Ritcey,Staff,9999-01-01,1986-09-10
274813,Yefim,Pettey,Senior Staff,9999-01-01,2000-08-07
274813,Yefim,Pettey,Staff,9999-01-01,1993-08-07
275158,Satyanarayana,Brandsma,Engineer,9999-01-01,1999-12-08
275263,Vojin,Laventhal,Engineer,9999-01-01,1991-10-18
275801,Ayakannu,Heinisuo,Senior Staff,9999-01-01,1986-06-28
275263,Vojin,Laventhal,Senior Engineer,9999-01-01,1999-10-18
275444,Limsoon,Leppanen,Engineer,9999-01-01,1993-01-21
275444,Limsoon,Leppanen,Senior Engineer,9999-01-01,2000-01-22
275495,Shen,Yamaashi,Staff,9999-01-01,1995-02-19
275994,Uma,Prampolini,Engineer,9999-01-01,1991-02-21
275881,Jiann,Munro,Senior Engineer,9999-01-01,1988-05-18
275994,Uma,Prampolini,Senior Engineer,9999-01-01,1998-02-21
276027,Holgard,Stavenow,Senior Staff,9999-01-01,1995-02-28
276027,Holgard,Stavenow,Staff,9999-01-01,1986-02-28
276563,Gift,Solares,Senior Staff,9999-01-01,1995-08-01
276184,Mari,Swick,Senior Staff,9999-01-01,1991-04-08
276186,Sajjad,Vecchi,Senior Staff,9999-01-01,1998-06-02
276186,Sajjad,Vecchi,Staff,9999-01-01,1993-06-02
276189,Isaac,Klerer,Senior Staff,9999-01-01,2000-03-18
276189,Isaac,Klerer,Staff,9999-01-01,1995-03-19
276445,Atilio,Randi,Engineer,9999-01-01,1988-07-02
276445,Atilio,Randi,Senior Engineer,9999-01-01,1994-07-02
276472,Hideyuki,Flanders,Engineer,9999-01-01,1988-11-10
276472,Hideyuki,Flanders,Senior Engineer,9999-01-01,1994-11-10
277316,Vitali,Rothenberg,Senior Staff,9999-01-01,1998-10-04
276868,Alois,Sanella,Staff,9999-01-01,1998-03-13
277316,Vitali,Rothenberg,Staff,9999-01-01,1989-10-04
277362,Uzi,Kugler,Senior Staff,9999-01-01,1991-01-12
277420,Rayond,Schach,Engineer,9999-01-01,1995-04-22
277420,Rayond,Schach,Senior Engineer,9999-01-01,2001-04-21
277777,Herbert,Itzigehl,Senior Engineer,9999-01-01,1990-07-04
277829,Michaela,Fandrianto,Senior Engineer,9999-01-01,1986-06-02
278239,Boaz,Bottner,Staff,9999-01-01,1994-02-06
278452,Sudhanshu,Toyoshima,Senior Staff,9999-01-01,1993-08-28
278386,Caolyn,Poujol,Technique Leader,9999-01-01,1995-12-03
278536,Munenori,Shobatake,Senior Staff,9999-01-01,1999-01-10
278536,Munenori,Shobatake,Staff,9999-01-01,1992-01-10
278549,Jaana,Werthner,Senior Staff,9999-01-01,1997-07-27
278549,Jaana,Werthner,Staff,9999-01-01,1989-07-27
278452,Sudhanshu,Toyoshima,Staff,9999-01-01,1987-08-29
278953,Jeanna,Ghandeharizadeh,Senior Engineer,9999-01-01,1990-08-11
279280,Niranjan,Debuse,Engineer,9999-01-01,1992-09-21
279115,Maren,DuCasse,Engineer,9999-01-01,1997-11-29
279280,Niranjan,Debuse,Senior Engineer,9999-01-01,2001-09-21
280420,Jahangir,Hofting,Senior Staff,9999-01-01,1993-09-28
279791,Chiranjit,Lyonns,Assistant Engineer,9999-01-01,1986-12-24
279791,Chiranjit,Lyonns,Engineer,9999-01-01,1995-12-24
280070,Niteen,Ebeling,Senior Staff,9999-01-01,1993-03-29
280070,Niteen,Ebeling,Staff,9999-01-01,1988-03-29
280291,Lenore,Badache,Staff,9999-01-01,1998-11-24
280420,Jahangir,Hofting,Staff,9999-01-01,1986-09-28
280648,Heeju,Lorys,Engineer,9999-01-01,1986-12-27
280525,Kish,Herbst,Staff,9999-01-01,1996-08-18
280648,Heeju,Lorys,Senior Engineer,9999-01-01,1992-12-26
281692,Khosrow,Sommen,Senior Engineer,9999-01-01,1990-03-03
281570,Zijian,Covnot,Assistant Engineer,9999-01-01,1994-09-13
281848,Parke,Staylopatis,Engineer,9999-01-01,1993-07-31
281848,Parke,Staylopatis,Senior Engineer,9999-01-01,1999-07-31
281859,Masanao,Papastamatiou,Engineer,9999-01-01,1985-11-25
281859,Masanao,Papastamatiou,Senior Engineer,9999-01-01,1993-11-25
282333,Nahla,Serdy,Senior Staff,9999-01-01,2000-09-09
282191,Alper,Shinomoto,Engineer,9999-01-01,1997-10-20
282333,Nahla,Serdy,Staff,9999-01-01,1993-09-09
284300,Ishfaq,Mahmud,Senior Staff,9999-01-01,1996-11-28
282343,Xinglin,Haldar,Senior Staff,9999-01-01,1993-07-20
282343,Xinglin,Haldar,Staff,9999-01-01,1988-07-20
282547,Nahum,Codenie,Engineer,9999-01-01,1999-06-14
282585,Zijian,Lammel,Staff,9999-01-01,1996-07-01
282894,Fay,Bellmore,Engineer,9999-01-01,1989-05-03
282894,Fay,Bellmore,Senior Engineer,9999-01-01,1998-05-03
284300,Ishfaq,Mahmud,Staff,9999-01-01,1991-11-29
284561,Duri,Beznosov,Senior Engineer,9999-01-01,1988-02-15
284431,Pintsang,Fujisawa,Senior Staff,9999-01-01,2002-04-16
284431,Pintsang,Fujisawa,Staff,9999-01-01,1996-04-16
284711,Martijn,Azevdeo,Senior Engineer,9999-01-01,1988-02-10
284687,Oksana,Redmiles,Engineer,9999-01-01,1985-06-22
284687,Oksana,Redmiles,Senior Engineer,9999-01-01,1992-06-22
284691,Theron,Ressouche,Engineer,9999-01-01,1988-08-17
284691,Theron,Ressouche,Senior Engineer,9999-01-01,1994-08-17
284856,Moto,Kobara,Engineer,9999-01-01,1991-12-12
284856,Moto,Kobara,Senior Engineer,9999-01-01,1998-12-12
284717,Gal,Ranta,Engineer,9999-01-01,1992-11-07
284717,Gal,Ranta,Senior Engineer,9999-01-01,1997-11-07
285396,Lena,Kohling,Engineer,9999-01-01,1986-10-04
284954,Anneke,Hammerschmidt,Engineer,9999-01-01,1996-01-30
285164,Xiaocheng,Kumaresan,Staff,9999-01-01,1994-10-03
285396,Lena,Kohling,Senior Engineer,9999-01-01,1991-10-04
285905,Kellyn,Bage,Senior Staff,9999-01-01,1994-11-04
285906,Arnould,Buescher,Engineer,9999-01-01,1998-03-26
286452,Behnaam,Bierbaum,Engineer,9999-01-01,1999-01-31
286026,Utpal,Zaumen,Senior Staff,9999-01-01,1997-02-24
286026,Utpal,Zaumen,Staff,9999-01-01,1991-02-25
286029,Jaques,Nanard,Staff,9999-01-01,1996-07-16
286370,Toshimitsu,Seuren,Senior Staff,9999-01-01,2000-01-19
286370,Toshimitsu,Seuren,Staff,9999-01-01,1995-01-19
286779,Sigeru,Versino,Engineer,9999-01-01,1998-08-31
286573,Nahum,Nishimukai,Engineer,9999-01-01,1991-02-02
287482,Shigeaki,Gihr,Engineer,9999-01-01,1994-03-18
286573,Nahum,Nishimukai,Senior Engineer,9999-01-01,1997-02-01
286986,Woody,Trelles,Senior Engineer,9999-01-01,1996-05-23
287323,Steve,Dengi,Staff,9999-01-01,1999-09-15
287327,Youjian,Felder,Senior Staff,9999-01-01,2000-07-15
287327,Youjian,Felder,Staff,9999-01-01,1993-07-15
287334,Elliott,Speer,Engineer,9999-01-01,1998-08-08
287482,Shigeaki,Gihr,Senior Engineer,9999-01-01,2002-03-18
287713,Aamod,Ranka,Senior Staff,9999-01-01,1992-12-07
287583,Jovan,Hockney,Engineer,9999-01-01,1990-06-21
287583,Jovan,Hockney,Senior Engineer,9999-01-01,1997-06-21
287609,Sailaja,Negoita,Assistant Engineer,9999-01-01,1988-01-20
287609,Sailaja,Negoita,Engineer,9999-01-01,1994-01-19
287808,Vidar,Ozeki,Technique Leader,9999-01-01,1996-06-17
287609,Sailaja,Negoita,Senior Engineer,9999-01-01,2000-01-19
287984,Troy,Kobuchi,Senior Engineer,9999-01-01,1999-02-12
287983,Randi,Munos,Senior Staff,9999-01-01,1990-09-07
287984,Troy,Kobuchi,Engineer,9999-01-01,1991-02-12
288028,Kauko,Narwekar,Engineer,9999-01-01,1985-12-16
288028,Kauko,Narwekar,Senior Engineer,9999-01-01,1994-12-16
288606,Susumu,Swiss,Senior Staff,9999-01-01,1996-11-14
288142,Shay,Heystek,Senior Staff,9999-01-01,1995-04-01
288142,Shay,Heystek,Staff,9999-01-01,1989-04-01
288166,Masoud,Asmuth,Staff,9999-01-01,1994-09-05
288560,Yifei,Birjandi,Senior Staff,9999-01-01,1999-02-07
288560,Yifei,Birjandi,Staff,9999-01-01,1994-02-07
288563,Cristinel,Gerlach,Engineer,9999-01-01,1996-01-09
288563,Cristinel,Gerlach,Senior Engineer,9999-01-01,2001-01-08
288606,Susumu,Swiss,Staff,9999-01-01,1991-11-15
288665,Horward,Khasidashvili,Senior Engineer,9999-01-01,1998-11-19
289687,Fai,Maccarone,Senior Staff,9999-01-01,1993-10-30
288893,Bedrich,Rosenbaum,Engineer,9999-01-01,1991-01-27
288893,Bedrich,Rosenbaum,Senior Engineer,9999-01-01,1998-01-27
289454,Bowen,Narwekar,Senior Engineer,9999-01-01,1985-03-08
289687,Fai,Maccarone,Staff,9999-01-01,1985-10-30
289909,Hilari,Vecchio,Senior Staff,9999-01-01,1998-04-24
289807,Soenke,Lemarechal,Senior Staff,9999-01-01,2000-09-03
289807,Soenke,Lemarechal,Staff,9999-01-01,1994-09-04
289909,Hilari,Vecchio,Staff,9999-01-01,1993-04-24
290075,Boalin,Byoun,Senior Staff,9999-01-01,1996-09-30
290075,Boalin,Byoun,Staff,9999-01-01,1990-10-01
290441,Gregory,Collavizza,Senior Staff,9999-01-01,1993-09-08
290009,Zijian,Rindone,Senior Staff,9999-01-01,1997-07-09
290009,Zijian,Rindone,Staff,9999-01-01,1989-07-09
290284,Kwangjo,Menhardt,Engineer,9999-01-01,1996-01-11
290441,Gregory,Collavizza,Staff,9999-01-01,1987-09-09
290467,Shaowen,Poulakidas,Senior Staff,9999-01-01,1992-04-14
290467,Shaowen,Poulakidas,Staff,9999-01-01,1987-04-15
290478,Tsvetan,Sherertz,Assistant Engineer,9999-01-01,1989-08-07
290478,Tsvetan,Sherertz,Engineer,9999-01-01,1998-08-07
290563,Shigehiro,Oxenboll,Senior Engineer,9999-01-01,1986-02-26
290769,Lalit,Blokdijk,Senior Engineer,9999-01-01,1999-02-01
291352,Danai,Trelles,Technique Leader,9999-01-01,1992-04-17
291669,Faiza,Bach,Engineer,9999-01-01,1999-09-13
292146,Khatoun,Pulkowski,Engineer,9999-01-01,1998-01-11
291612,Siamak,Gomatam,Engineer,9999-01-01,1998-07-08
292110,Menkae,Showalter,Engineer,9999-01-01,1996-08-09
292110,Menkae,Showalter,Senior Engineer,9999-01-01,2001-08-09
292210,Masaru,Huhdanpaa,Engineer,9999-01-01,1996-11-23
292210,Masaru,Huhdanpaa,Senior Engineer,9999-01-01,2001-11-23
292504,Georgi,Bednarek,Engineer,9999-01-01,1994-03-02
292404,Hongzue,Zultner,Senior Staff,9999-01-01,1990-02-22
292504,Georgi,Bednarek,Senior Engineer,9999-01-01,2002-03-02
292828,Ziya,Tokunaga,Engineer,9999-01-01,1986-01-08
292515,Bernd,Thummel,Assistant Engineer,9999-01-01,1989-08-03
292515,Bernd,Thummel,Engineer,9999-01-01,1998-08-03
292828,Ziya,Tokunaga,Senior Engineer,9999-01-01,1995-01-08
293154,Syozo,Maliniak,Senior Staff,9999-01-01,1992-11-09
293329,Fumiya,Griswold,Engineer,9999-01-01,1986-06-12
293080,Hideyuki,Slaats,Senior Staff,9999-01-01,1987-05-30
293329,Fumiya,Griswold,Senior Engineer,9999-01-01,1994-06-12
293746,Sanjay,Litecky,Engineer,9999-01-01,1995-08-27
293280,Moti,Steenbeek,Engineer,9999-01-01,1987-01-22
293280,Moti,Steenbeek,Senior Engineer,9999-01-01,1993-01-21
293746,Sanjay,Litecky,Senior Engineer,9999-01-01,2000-08-26
293752,Jungsoon,Bail,Senior Staff,9999-01-01,1994-02-18
293752,Jungsoon,Bail,Staff,9999-01-01,1986-02-18
294144,Takanari,Ermel,Senior Staff,9999-01-01,1999-01-11
294144,Takanari,Ermel,Staff,9999-01-01,1992-01-11
294446,Claudi,Ruemmler,Staff,9999-01-01,1999-08-13
294241,Marl,Fiebach,Senior Staff,9999-01-01,2000-07-25
294241,Marl,Fiebach,Staff,9999-01-01,1994-07-26
294461,Siddarth,Rosiles,Senior Engineer,9999-01-01,1985-11-18
294652,Hironobu,Brodie,Engineer,9999-01-01,1985-09-17
294527,Ashish,Candan,Senior Staff,9999-01-01,1992-02-02
294652,Hironobu,Brodie,Senior Engineer,9999-01-01,1993-09-17
295030,Fun,Keirsey,Senior Staff,9999-01-01,1985-07-09
294791,Vesna,Lammel,Assistant Engineer,9999-01-01,1999-10-08
295262,Moon,Pews,Assistant Engineer,9999-01-01,1994-08-06
294857,Caolyn,Ozeri,Engineer,9999-01-01,1986-07-29
294857,Caolyn,Ozeri,Senior Engineer,9999-01-01,1993-07-29
295268,Eben,Calkin,Senior Staff,9999-01-01,2001-12-19
295268,Eben,Calkin,Staff,9999-01-01,1996-12-19
295278,Val,Barvinok,Assistant Engineer,9999-01-01,1990-01-02
295278,Val,Barvinok,Engineer,9999-01-01,1995-01-02
295278,Val,Barvinok,Senior Engineer,9999-01-01,2000-01-02
295411,Chiranjit,Serot,Staff,9999-01-01,1997-04-04
295236,Kauko,Fujisawa,Engineer,9999-01-01,1987-09-13
295236,Kauko,Fujisawa,Senior Engineer,9999-01-01,1992-09-12
295254,Xuejun,Pfau,Senior Staff,9999-01-01,1993-07-24
295254,Xuejun,Pfau,Staff,9999-01-01,1985-07-24
296062,Shaz,Driscoll,Staff,9999-01-01,1998-10-03
295255,Jacopo,Bellone,Technique Leader,9999-01-01,1988-03-13
295857,Kankanahalli,Ciolek,Senior Staff,9999-01-01,1998-12-26
295857,Kankanahalli,Ciolek,Staff,9999-01-01,1989-12-26
296428,Charmane,Simmen,Senior Staff,9999-01-01,1997-03-07
296428,Charmane,Simmen,Staff,9999-01-01,1989-03-07
296718,Kamakshi,Bahl,Senior Engineer,9999-01-01,1987-12-22
296303,Mariangiola,Heyers,Technique Leader,9999-01-01,1992-08-04
296664,Dipayan,Geffroy,Senior Engineer,9999-01-01,1987-09-17
296687,Palash,Spieker,Senior Staff,9999-01-01,1996-05-10
296687,Palash,Spieker,Staff,9999-01-01,1991-05-11
297232,Lokesh,Saoudi,Senior Staff,9999-01-01,1999-05-25
297431,Cathie,Ratnakar,Senior Staff,9999-01-01,1996-06-23
297474,Irena,Terkki,Staff,9999-01-01,1998-03-11
297905,Marc,Bahl,Assistant Engineer,9999-01-01,1997-06-18
297954,Sailaja,Fujisaki,Assistant Engineer,9999-01-01,1995-07-24
298953,Zita,Syang,Staff,9999-01-01,1998-12-29
298339,King,Benzmuller,Engineer,9999-01-01,1986-09-04
298339,King,Benzmuller,Senior Engineer,9999-01-01,1995-09-04
298577,Florina,Litecky,Senior Staff,9999-01-01,1994-12-02
298577,Florina,Litecky,Staff,9999-01-01,1985-12-02
299346,Fumitake,Sichman,Senior Staff,9999-01-01,1991-02-21
299718,Denny,Shobatake,Senior Staff,9999-01-01,2002-06-22
299580,Luisa,Itzfeldt,Engineer,9999-01-01,1997-01-23
299718,Denny,Shobatake,Staff,9999-01-01,1997-06-22
299737,Patricio,Itzfeldt,Senior Staff,9999-01-01,1994-05-21
299737,Patricio,Itzfeldt,Staff,9999-01-01,1985-05-21
400358,Angus,Jullig,Engineer,9999-01-01,1989-04-13
400046,Hilari,Christ,Senior Staff,9999-01-01,1991-01-19
400358,Angus,Jullig,Senior Engineer,9999-01-01,1997-04-13
400683,Kamakshi,Manders,Staff,9999-01-01,1995-08-05
401278,Oguz,Schurmann,Assistant Engineer,9999-01-01,1986-11-11
400780,Poornachandra,Asser,Engineer,9999-01-01,1993-11-07
400796,Bodo,Halevi,Engineer,9999-01-01,1996-05-30
401154,Danae,Kragelund,Senior Staff,9999-01-01,1993-05-19
401154,Danae,Kragelund,Staff,9999-01-01,1987-05-20
401278,Oguz,Schurmann,Engineer,9999-01-01,1995-11-11
401333,Martins,Shokrollahi,Engineer,9999-01-01,1986-11-04
401420,Florian,Uhrig,Senior Staff,9999-01-01,1987-01-31
401333,Martins,Shokrollahi,Senior Engineer,9999-01-01,1991-11-04
401574,Yannik,Falco,Technique Leader,9999-01-01,1988-01-15
402102,Kersti,Granlund,Engineer,9999-01-01,1995-03-19
402025,Shigehito,Duclos,Engineer,9999-01-01,1987-09-20
402025,Shigehito,Duclos,Senior Engineer,9999-01-01,1992-09-19
402664,Subhada,Janetzko,Senior Engineer,9999-01-01,1987-01-25
402718,Jeanna,Rettelbach,Engineer,9999-01-01,1990-02-14
402827,Weidon,Pollacia,Senior Staff,9999-01-01,1996-02-27
402827,Weidon,Pollacia,Staff,9999-01-01,1988-02-27
402718,Jeanna,Rettelbach,Senior Engineer,9999-01-01,1996-02-14
403010,Toshimitsu,Sluis,Senior Engineer,9999-01-01,1985-02-18
403644,Krisda,Hainaut,Senior Staff,9999-01-01,2000-07-07
403621,Deborah,Kaminger,Senior Staff,9999-01-01,1997-06-04
403644,Krisda,Hainaut,Staff,9999-01-01,1995-07-08
403954,Jeanna,Bratten,Engineer,9999-01-01,1990-07-26
403621,Deborah,Kaminger,Staff,9999-01-01,1988-06-04
403954,Jeanna,Bratten,Senior Engineer,9999-01-01,1997-07-26
404018,Valery,Babb,Senior Engineer,9999-01-01,1998-10-19
404236,Zengping,Kakkar,Engineer,9999-01-01,1988-07-22
404236,Zengping,Kakkar,Senior Engineer,9999-01-01,1996-07-22
404573,Eberhardt,Spelt,Staff,9999-01-01,1997-07-05
404462,Anestis,Setlzner,Engineer,9999-01-01,1985-07-13
404462,Anestis,Setlzner,Senior Engineer,9999-01-01,1991-07-13
405063,Yechezkel,Yurov,Senior Engineer,9999-01-01,1998-11-30
404755,Manu,Junet,Senior Staff,9999-01-01,1996-04-19
404755,Manu,Junet,Staff,9999-01-01,1991-04-20
404788,Basem,Beausoleil,Engineer,9999-01-01,1998-03-16
405015,Morris,Fargier,Senior Staff,9999-01-01,1996-06-29
405015,Morris,Fargier,Staff,9999-01-01,1988-06-29
406239,Marek,Tomescu,Engineer,9999-01-01,1995-05-15
406125,Georgi,Portugali,Technique Leader,9999-01-01,1987-09-27
406564,Parviz,Picco,Engineer,9999-01-01,1995-04-16
406239,Marek,Tomescu,Senior Engineer,9999-01-01,2002-05-15
408114,Geoffrey,Ladret,Engineer,9999-01-01,1994-01-03
406714,Malu,Ossenbruggen,Senior Staff,9999-01-01,1994-11-21
406714,Malu,Ossenbruggen,Staff,9999-01-01,1986-11-21
406847,Alexius,Crouzet,Staff,9999-01-01,1999-10-05
407522,Tommaso,Raczkowsky,Staff,9999-01-01,1996-08-29
407837,Fei,Erez,Engineer,9999-01-01,1986-10-15
407837,Fei,Erez,Senior Engineer,9999-01-01,1991-10-15
408019,Shridhar,Chleq,Assistant Engineer,9999-01-01,1986-03-22
408019,Shridhar,Chleq,Engineer,9999-01-01,1991-03-22
408019,Shridhar,Chleq,Senior Engineer,9999-01-01,1996-03-21
408163,Irene,Sethi,Senior Engineer,9999-01-01,1996-09-06
408417,Tsz,Daescu,Staff,9999-01-01,1994-01-29
408437,Uno,Solares,Senior Staff,9999-01-01,1999-09-22
408654,Yongqiao,Cochrane,Senior Staff,9999-01-01,1991-10-27
408437,Uno,Solares,Staff,9999-01-01,1994-09-22
408654,Yongqiao,Cochrane,Staff,9999-01-01,1986-10-27
408447,Mayuri,Werthner,Senior Staff,9999-01-01,1999-08-19
408447,Mayuri,Werthner,Staff,9999-01-01,1990-08-19
408953,Jolita,Claffy,Senior Engineer,9999-01-01,1993-12-24
409898,Divier,Ishibashi,Engineer,9999-01-01,1989-09-22
409391,Willard,Verspoor,Engineer,9999-01-01,1999-02-28
409798,Dekang,Tsunoo,Technique Leader,9999-01-01,1995-01-19
